JobTitle	Skill	MalePercentage
dietitians and nutritionists	ensure safety of healthcare users	7,9
dietitians and nutritionists	provide health education	7,9
dietitians and nutritionists	listen actively	7,9
dietitians and nutritionists	apply context specific clinical competences	7,9
dietitians and nutritionists	empathise with the healthcare user	7,9
dietitians and nutritionists	identify the health benefits of nutritional changes	7,9
dietitians and nutritionists	educate healthcare users on nutrition	7,9
dietitians and nutritionists	respond to changing situations in health care	7,9
dietitians and nutritionists	comply with legislation related to health care	7,9
dietitians and nutritionists	follow clinical guidelines	7,9
dietitians and nutritionists	work in multidisciplinary health teams	7,9
dietitians and nutritionists	adhere to organisational guidelines	7,9
mechanical engineers	define technical requirements	93,4
mechanical engineers	manage engineering project	93,4
mechanical engineers	interpret technical requirements	93,4
mechanical engineers	assess financial viability	93,4
mechanical engineers	execute feasibility study	93,4
mechanical engineers	perform scientific research	93,4
mechanical engineers	use technical drawing software	93,4
mechanical engineers	execute analytical mathematical calculations	93,4
firefighters	define technical requirements	96,7
firefighters	manage engineering project	96,7
firefighters	interpret technical requirements	96,7
firefighters	assess financial viability	96,7
firefighters	execute feasibility study	96,7
firefighters	perform scientific research	96,7
firefighters	use technical drawing software	96,7
firefighters	execute analytical mathematical calculations	96,7
network and computer systems administrators	implement a firewall	73,9
network and computer systems administrators	perform backups	73,9
network and computer systems administrators	implement ICT safety policies	73,9
network and computer systems administrators	provide technical documentation	73,9
network and computer systems administrators	use back-up and recovery tools	73,9
network and computer systems administrators	solve ICT system problems	73,9
network and computer systems administrators	implement anti-virus software	73,9
network and computer systems administrators	manage changes in ICT system	73,9
network and computer systems administrators	manage system security	73,9
network and computer systems administrators	apply system organisational policies	73,9
network and computer systems administrators	monitor system performance	73,9
network and computer systems administrators	implement ICT recovery system	73,9
network and computer systems administrators	integrate system components	73,9
network and computer systems administrators	apply ICT system usage policies	73,9
